cn,pr,pf,link,inst,plink,rating,tags
Master of Science in Cybersecurity Management & Policy,0,Coursera,https://www.coursera.org/degrees/cybersecurity-management-policy-umgc,University of Maryland Global Campus,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera_assets/ddp/branding/cybersecurity-management-policy-umgc/9036118a-ea90-4ff1-9f01-af8d20c1f149.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,0,Cyber Security
NOC:Data Science For Engineers,0,NPTEL,https://nptel.ac.in/courses/106106179,Prof. Shankar Narasimhan Prof. Ragunathan Rengasamy,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:Mobile Computing,0,NPTEL,https://nptel.ac.in/courses/106106147,Prof.Sridhar Iyer Prof. Pushpendra Singh,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Complete Python Developer in 2023:,3399,Udemy,https://www.udemy.com/course/complete-python-developer-zero-to-mastery/,Andrei Neagoie,https://img-c.udemycdn.com/course/240x135/2473048_8255_5.jpg,4.6,Machine Learning
Design And Analysis Of Algorithms,0,NPTEL,https://nptel.ac.in/courses/106101059,Prof. Abhiram G Ranade Prof. Ajit A Diwan Prof. Sundar Viswanathan,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
DeepLearning.AI TensorFlow Developer,0,Coursera,https://www.coursera.org/professional-certificates/tensorflow-in-practice,DeepLearning.AI,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/b4/5cb90bb92f420b99bf323a0356f451/Icon.png?auto=format%2Ccompress&dpr=1&w=25&h=25&q=40,4.7,Machine Learning 
NOC:Secure Computation: Part II,0,NPTEL,https://nptel.ac.in/courses/106108237,Prof. Ashish Choudhury,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Complete DBMS in 1 Video (With Notes),0,Youtube,https://www.youtube.com/watch?v=dl00fOOYLOM,CodeHelp - by Babbar,https://img.youtube.com/vi/dl00fOOYLOM/sddefault.jpg,0,DBMS
Introduction To Problem Solving And Programming,0,NPTEL,https://nptel.ac.in/courses/106102066,Prof. S. Arun Kumar,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:2016: Programming Data structures and Algorithms,0,NPTEL,https://nptel.ac.in/courses/106106133,Prof. Hema A Murthy,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/IIT_Madras_Logo.svg/1200px-IIT_Madras_Logo.svg.png,0,Data Structure and Algorithm
NOC:Cloud Computing,0,NPTEL,https://nptel.ac.in/courses/106105167,Prof. Soumya Kanti Ghosh,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Internet of Things Business Impact,3199,Udemy,https://www.udemy.com/course/internet-of-things-business-impact/,Prof. Dr. Markus Weinberger,https://img-c.udemycdn.com/course/240x135/1271962_1a13.jpg,4.5,IoT
NOC:Machine Learning For Engineering And Science Applications,0,NPTEL,https://nptel.ac.in/courses/106106198,Prof. Balaji Srinivasan Prof. Ganapathy,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:Affective Computing,0,NPTEL,https://nptel.ac.in/courses/106106244,Prof. Jainendra Shukla Prof. Abhinav Dhal,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Fundamentals of Computer Network A,1999,Udemy,https://www.udemy.com/course/fundamentals-of-computer-network/,Dr Dinesh G Harkut,https://img-c.udemycdn.com/course/240x135/4462642_72a1_4.jpg,4.3,Computer Network
NOC:Introduction To Database Systems,0,NPTEL,https://nptel.ac.in/courses/106106220,Prof. P.Sreenivasa Kumar,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:Operating System Fundamentals,0,NPTEL,https://nptel.ac.in/courses/106105214,Prof. Santanu Chattopadhyay,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:Introduction To Machine Learning (Tamil),0,NPTEL,https://nptel.ac.in/courses/106106236,Prof. Arun Rajkumar Prof. Arun Rajkumar,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Web Server IIS Mastery Course,0,Udemy,https://www.udemy.com/course/mastering-web-server-iis-85-from-scratch/,Hasan Aboul Hasan,https://img-c.udemycdn.com/course/240x135/1316886_8f98_5.jpg,4.3,Operating System
IT Fundamentals for Cybersecurity,0,Coursera,https://www.coursera.org/specializations/it-fundamentals-cybersecurity,IBM,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/92/13ececb5a44bb7a15d6fb8d4d1433e/IT_Fund_for_Cyber_Specialist.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.6,Cyber Security
Complete Python Program - Exploring Data Analytics & Data Science,12999,GeeksforGeeks,https://practice.geeksforgeeks.org/courses/complete-python-program-in-data-science-web-development,Santosh Verma,https://media.geeksforgeeks.org/img-practice/banner/complete-python-program-in-data-science-web-development-thumbnail.png?v=19550,0,Miscellaneous
Beginning C++ Programming - From,0,Udemy,https://www.udemy.com/course/beginning-c-plus-plus-programming/,Tim Buchalka's Learn Programming Academy Dr. Frank Mitropoulos,https://img-c.udemycdn.com/course/240x135/1576854_9aeb_2.jpg,4.6,Data Structure and Algorithm
Numerical Optimization,0,NPTEL,https://nptel.ac.in/courses/106108056,Dr. Shirish K. Shevade,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Windows Server 2019: Active Directory,3199,Udemy,https://www.udemy.com/course/windows-server-2019-active-directory-and-group-policies-gpo/,Denilson Bonatti,https://img-c.udemycdn.com/course/240x135/2518702_647e_4.jpg,4.6,Operating System
Robótica,0,Coursera,https://www.coursera.org/learn/robotica-inicial,Universidad Nacional Autónoma de México,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/2f/ed65d2cb3c45f896c1917b12f2a071/Robotica_FINAL.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.5,Robotics
React - The Complete Guide,3399,Udemy,https://www.udemy.com/course/react-the-complete-guide-incl-redux/,Academind by Maximilian Schwarzmüller Maximilian Schwarzmüller,https://img-c.udemycdn.com/course/240x135/1362070_b9a1_2.jpg,4.6,Development
Linux Mastery: Master the Linux,3199,Udemy,https://www.udemy.com/course/linux-mastery/,Ziyad Yehia Internet of Things Academy,https://img-c.udemycdn.com/course/240x135/1320362_1b73_7.jpg,4.7,Operating System
Understanding TypeScript Boost your JavaScript,3399,Udemy,https://www.udemy.com/course/understanding-typescript/,Maximilian Schwarzmüller,https://img-c.udemycdn.com/course/240x135/947098_02ec_2.jpg,4.7,Development
Complete Test Series for Service-Based Companies,1499,GeeksforGeeks,https://practice.geeksforgeeks.org/courses/service-test-series,-,https://media.geeksforgeeks.org/img-practice/banner/service-test-series-thumbnail.png?v=19550,4.5,miscellaneous
Blockchain Full Course - 4 Hours | Blockchain Tutorial ,0,Youtube,https://www.youtube.com/watch?v=SyVMma1IkXM,Simplilearn,https://img.youtube.com/vi/SyVMma1IkXM/sddefault.jpg,0,BlockChain Technology
Preparing for Google Cloud Certification: Machine Learning Engineer,0,Coursera,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate,Google Cloud,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=1&w=25&h=25&q=40,4.6,Machine Learning 
Foundations of Cybersecurity,0,Coursera,https://www.coursera.org/learn/foundations-of-cybersecurity,Google,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f8/d2bb2e728e4622af311ff38339693d/1_CYBER_FOUNDATION.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.9,Cyber Security
Parallel Computer Architecture,0,NPTEL,https://nptel.ac.in/courses/106104024,Dr. Mainak Chaudhuri,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Blockchain: Foundations and Use Cases,0,Coursera,https://www.coursera.org/learn/blockchain-foundations-and-use-cases,ConsenSys Academy,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/6a/9f82fef91a4a2ea20cc00824f35eee/Coursera-BlockchainFoundations-MainCourseLogo-2021.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.7,Blockchain Technology
Blockchain Business Models,0,Coursera,https://www.coursera.org/learn/blockchain-business-models,Duke University,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d0/1e631dc7894ebaac2b1b0dde38dd94/Innovation-Cryptocurrency-.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=265&h=216,4.7,Blockchain Technology
Fundamental Algorithms:Design And Analysis,0,NPTEL,https://nptel.ac.in/courses/106105157,Prof.Sourav Mukhopadhyay,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Logic For CS,0,NPTEL,https://nptel.ac.in/courses/106102013,Prof. S. Arun Kumar,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Introduction to Computer Networks for,3199,Udemy,https://www.udemy.com/course/introduction-to-computer-networks/,Alton Hardin | 150000+ Enrollments Worldwide Alton Teaches LLC,https://img-c.udemycdn.com/course/240x135/580876_a07a_2.jpg,4.7,Computer Network
NOC:Data Base Management System,0,NPTEL,https://nptel.ac.in/courses/106105175,Prof. Partha PratimDas,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Learn C# Coding Intermediate: C#,1699,Udemy,https://www.udemy.com/course/learn-csharp-coding-intermediate-classes-methods-and-oops/,Metla Sudha Sekhar,https://img-c.udemycdn.com/course/240x135/4129392_a103_4.jpg,4.9,OOPS
C++ Programming for Beginners (2023),3199,Udemy,https://www.udemy.com/course/c-plus-plus-programming-beginners/,Prateek Narang Coding Minutes,https://img-b.udemycdn.com/course/240x135/3276020_690b_7.jpg,4.5,Data Structure and Algorithm
Motors and Motor Control Circuits,0,Coursera,https://www.coursera.org/learn/motors-circuits-design,University of Colorado Boulder,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e4/519620c3f711e7a24fafe5ee1bcc4a/Commutator-on-armature.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.7,Robotics
Artificial Intelligence(Prof.P.Dasgupta),0,NPTEL,https://nptel.ac.in/courses/106105079,Prof. P. Dasgupta,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
DSA to Development: A Complete Guide,0,GeeksforGeeks,https://practice.geeksforgeeks.org/courses/dsa-to-development-coding-guide,Sandeep Jain,https://media.geeksforgeeks.org/img-practice/banner/dsa-to-development-coding-guide-thumbnail.png?v=19543,0,Data Structure and Algorithm
Database Design with SQL Server Management Studio (SSMS),0,Coursera,https://www.coursera.org/projects/database-design-with-sql-server-management-studio,Coursera Project Network,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e5/081a8372044fd7ac9b2745173d78aa/Courses-Project-images-13.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.5,DBMS
NOC:Parameterized Algorithms,0,NPTEL,https://nptel.ac.in/courses/106106230,Prof. Neeldhara Misra Prof. Saket Saurabh,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Selenium WebDriver with Java -Basics,3399,Udemy,https://www.udemy.com/course/selenium-real-time-examplesinterview-questions/,Rahul Shetty,https://img-c.udemycdn.com/course/240x135/354176_fe73_5.jpg,4.6,OOPS
NOC:An Introduction To Artificial Intelligence,0,NPTEL,https://nptel.ac.in/courses/106102220,Prof. Mausam,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Learn Asp Net C# OOPs,1999,Udemy,https://www.udemy.com/course/learn-asp-net-c-oops-sql-and-javascript-for-development/,Metla Sudha Sekhar,https://img-b.udemycdn.com/course/240x135/4727558_998b_3.jpg,4.6,OOPS
Introduction To Problem Solving And Programming,0,NPTEL,https://nptel.ac.in/courses/106104074,Prof. D. Gupta,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:Information Security - II(Course Sponsored By Aricent),0,NPTEL,https://nptel.ac.in/courses/106106141,Prof. V. Kamakoti,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Microsoft SCCM/Endpoint Configuration Manager for,3199,Udemy,https://www.udemy.com/course/system-center-configuration-manager/,Paul Hill Robert Hill,https://img-c.udemycdn.com/course/240x135/1194706_10f5_3.jpg,4.5,Operating System
NOC:Programming In C++,0,NPTEL,https://nptel.ac.in/courses/106105151,Prof. Partha Pratim Das,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:Machine Learning (Ml) In Hindi,0,NPTEL,https://nptel.ac.in/courses/106106247,Prof. Anubha Gupta,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
SAP OOPS ABAP ( With,2899,Udemy,https://www.udemy.com/course/sapoopsabap/,Sree Harsha Reddy,https://img-b.udemycdn.com/course/240x135/4500998_4fcc.jpg,4.5,OOPS
Electronic Design Automation,0,NPTEL,https://nptel.ac.in/courses/106105083,Prof. Indranil Sengupta,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Python for Data Science and,3399,Udemy,https://www.udemy.com/course/python-for-data-science-and-machine-learning-bootcamp/,Jose Portilla,https://img-c.udemycdn.com/course/240x135/903744_8eb2.jpg,4.6,Machine Learning
Design And Analysis Of Algorithms,0,NPTEL,https://nptel.ac.in/courses/106101060,Prof. Abhiram G Ranade Prof. Ajit A Diwan Prof. Sundar Viswanathan,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
VMware vSphere 6.0 Part 1,2699,Udemy,https://www.udemy.com/course/getting-started-with-vmware-esxi-60-hypervisor/,Larry Karnis (Teaching VMware vSphere ESXi and vCenter for 18+ years),https://img-c.udemycdn.com/course/240x135/593108_ff38_3.jpg,4.5,Operating System
Introduction to Relational Databases (RDBMS),0,Coursera,https://www.coursera.org/learn/introduction-to-relational-databases,IBM,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/7c/410745fcfe437daa59b7e43c5b8dfb/RDBMS.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.6,DBMS
Modern Robotics Course 2: Robot Kinematics,0,Coursera,https://www.coursera.org/learn/modernrobotics-course2,Northwestern University,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/9c/0a2330e5b911e79c95f3393ce02c8d/Coursera_Logo2.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=265&h=216,4.9,Robotics
Advanced Data Structures and Algorithms,2499,Udemy,https://www.udemy.com/course/data-structures-and-algorithms-in-java-2/,Deepali Srivastava,https://img-c.udemycdn.com/course/240x135/432700_4497_16.jpg,4.5,Data Structure and Algorithm
NOC:Embedded System Design With ARM,0,NPTEL,https://nptel.ac.in/courses/106105193,Prof. Indranil Sengupta Prof. Kamalika Datta,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Object Oriented Programming in Java Specialization,0,Coursera,https://www.coursera.org/specializations/object-oriented-programming,University of California San Diego,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f2/9b76f090b311e7ab563db169a953fb/programming-1896158_1280.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.6,OOPS
NOC:Reinforcement Learning,0,NPTEL,https://nptel.ac.in/courses/106106143,Dr. B. Ravindran,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Pattern Recognition,0,NPTEL,https://nptel.ac.in/courses/106106046,Prof. Sukhendu Das Prof. C.A. Murthy,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Introduction to Relational Databases (RDBMS),0,Coursera,https://www.coursera.org/learn/introduction-to-relational-databases,IBM,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/7c/410745fcfe437daa59b7e43c5b8dfb/RDBMS.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.6,DBMS
Blockchain Security,0,Coursera,https://www.coursera.org/learn/blockchain-security,Infosec,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/96/ac88d055e8423a8511f3005e81a116/Coursera_Blockchain_Security_1200x1200.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=265&h=216,5,Blockchain Technology
Parallel Algorithms,0,NPTEL,https://nptel.ac.in/courses/106106112,Dr. N. Sairam Prof. R. Seethalakshmi,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Computational Vision,0,Coursera,https://www.coursera.org/learn/mind-machine-computational-vision,University of Colorado Boulder,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/50/ab3a2da27a464d99c667048af35169/mind-and-machine.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=265&h=216,4.4,Robotics
Introduction to Cybersecurity Foundations,0,Coursera,https://www.coursera.org/learn/introduction-to-cybersecurity-foundations,Infosec,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/65/fd51188f0947bca11e033130a0a9b9/Coursera_Cybersecurity_Foundations_1200x1200.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.7,Cyber Security
PowerShell - essential course with,2499,Udemy,https://www.udemy.com/course/powershell-essential-course-with-labs/,Ralph Traig,https://img-c.udemycdn.com/course/240x135/1656672_7ac3.jpg,4.3,Operating System
Self-Driving Cars,0,Coursera,https://www.coursera.org/specializations/self-driving-cars,University of Toronto,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0b/00f660ff2711e894ad2b29dd9795be/self-driving-car.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.7,Robotics
